year,run_name,component,variable,value
2066,rcp60,temperature,Tgav,2.18375
2067,rcp60,temperature,Tgav,2.17685
2068,rcp60,temperature,Tgav,2.32045
2069,rcp60,temperature,Tgav,2.27995
2070,rcp60,temperature,Tgav,2.38335
2071,rcp60,temperature,Tgav,2.45225
2072,rcp60,temperature,Tgav,2.38945
2073,rcp60,temperature,Tgav,2.3883
2074,rcp60,temperature,Tgav,2.38625
2075,rcp60,temperature,Tgav,2.35225
2076,rcp60,temperature,Tgav,2.38825
2077,rcp60,temperature,Tgav,2.45335
2078,rcp60,temperature,Tgav,2.5715
2079,rcp60,temperature,Tgav,2.61005
2080,rcp60,temperature,Tgav,2.63815
2081,rcp60,temperature,Tgav,2.59975
2082,rcp60,temperature,Tgav,2.7415
2083,rcp60,temperature,Tgav,2.7447
2084,rcp60,temperature,Tgav,2.68705
2085,rcp60,temperature,Tgav,2.6877
2086,rcp60,temperature,Tgav,2.7441
2087,rcp60,temperature,Tgav,2.8353
2088,rcp60,temperature,Tgav,2.91635
2089,rcp60,temperature,Tgav,2.99095
2090,rcp60,temperature,Tgav,3.0046
2091,rcp60,temperature,Tgav,3.0835
2092,rcp60,temperature,Tgav,3.0022
2093,rcp60,temperature,Tgav,2.83635
2094,rcp60,temperature,Tgav,2.90725
2095,rcp60,temperature,Tgav,3.0156
2096,rcp60,temperature,Tgav,2.9524
2097,rcp60,temperature,Tgav,3.0165
2098,rcp60,temperature,Tgav,3.1366
2099,rcp60,temperature,Tgav,3.10665
2100,rcp60,temperature,Tgav,3.0612
2101,rcp60,temperature,Tgav,
2102,rcp60,temperature,Tgav,
2103,rcp60,temperature,Tgav,
2104,rcp60,temperature,Tgav,
2105,rcp60,temperature,Tgav,
2106,rcp60,temperature,Tgav,
2107,rcp60,temperature,Tgav,
2108,rcp60,temperature,Tgav,
2109,rcp60,temperature,Tgav,
2110,rcp60,temperature,Tgav,
2111,rcp60,temperature,Tgav,
2112,rcp60,temperature,Tgav,
2113,rcp60,temperature,Tgav,
2114,rcp60,temperature,Tgav,
2115,rcp60,temperature,Tgav,
2116,rcp60,temperature,Tgav,
2117,rcp60,temperature,Tgav,
2118,rcp60,temperature,Tgav,
2119,rcp60,temperature,Tgav,
2120,rcp60,temperature,Tgav,
2121,rcp60,temperature,Tgav,
2122,rcp60,temperature,Tgav,
2123,rcp60,temperature,Tgav,
2124,rcp60,temperature,Tgav,
2125,rcp60,temperature,Tgav,
2126,rcp60,temperature,Tgav,
2127,rcp60,temperature,Tgav,
2128,rcp60,temperature,Tgav,
2129,rcp60,temperature,Tgav,
2130,rcp60,temperature,Tgav,
2131,rcp60,temperature,Tgav,
2132,rcp60,temperature,Tgav,
2133,rcp60,temperature,Tgav,
2134,rcp60,temperature,Tgav,
2135,rcp60,temperature,Tgav,
2136,rcp60,temperature,Tgav,
2137,rcp60,temperature,Tgav,
2138,rcp60,temperature,Tgav,
2139,rcp60,temperature,Tgav,
2140,rcp60,temperature,Tgav,
2141,rcp60,temperature,Tgav,
2142,rcp60,temperature,Tgav,
2143,rcp60,temperature,Tgav,
2144,rcp60,temperature,Tgav,
2145,rcp60,temperature,Tgav,
2146,rcp60,temperature,Tgav,
2147,rcp60,temperature,Tgav,
2148,rcp60,temperature,Tgav,
2149,rcp60,temperature,Tgav,
2150,rcp60,temperature,Tgav,
2151,rcp60,temperature,Tgav,
2152,rcp60,temperature,Tgav,
2153,rcp60,temperature,Tgav,
2154,rcp60,temperature,Tgav,
2155,rcp60,temperature,Tgav,
2156,rcp60,temperature,Tgav,
2157,rcp60,temperature,Tgav,
2158,rcp60,temperature,Tgav,
2159,rcp60,temperature,Tgav,
2160,rcp60,temperature,Tgav,
2161,rcp60,temperature,Tgav,
2162,rcp60,temperature,Tgav,
2163,rcp60,temperature,Tgav,
2164,rcp60,temperature,Tgav,
2165,rcp60,temperature,Tgav,
2166,rcp60,temperature,Tgav,
2167,rcp60,temperature,Tgav,
2168,rcp60,temperature,Tgav,
2169,rcp60,temperature,Tgav,
2170,rcp60,temperature,Tgav,
2171,rcp60,temperature,Tgav,
2172,rcp60,temperature,Tgav,
2173,rcp60,temperature,Tgav,
2174,rcp60,temperature,Tgav,
2175,rcp60,temperature,Tgav,
2176,rcp60,temperature,Tgav,
2177,rcp60,temperature,Tgav,
2178,rcp60,temperature,Tgav,
2179,rcp60,temperature,Tgav,
2180,rcp60,temperature,Tgav,
2181,rcp60,temperature,Tgav,
2182,rcp60,temperature,Tgav,
2183,rcp60,temperature,Tgav,
2184,rcp60,temperature,Tgav,
2185,rcp60,temperature,Tgav,
2186,rcp60,temperature,Tgav,
2187,rcp60,temperature,Tgav,
2188,rcp60,temperature,Tgav,
2189,rcp60,temperature,Tgav,
2190,rcp60,temperature,Tgav,
2191,rcp60,temperature,Tgav,
2192,rcp60,temperature,Tgav,
2193,rcp60,temperature,Tgav,
2194,rcp60,temperature,Tgav,
2195,rcp60,temperature,Tgav,
2196,rcp60,temperature,Tgav,
2197,rcp60,temperature,Tgav,
2198,rcp60,temperature,Tgav,
2199,rcp60,temperature,Tgav,
2200,rcp60,temperature,Tgav,
2201,rcp60,temperature,Tgav,
2202,rcp60,temperature,Tgav,
2203,rcp60,temperature,Tgav,
2204,rcp60,temperature,Tgav,
2205,rcp60,temperature,Tgav,
2206,rcp60,temperature,Tgav,
2207,rcp60,temperature,Tgav,
2208,rcp60,temperature,Tgav,
2209,rcp60,temperature,Tgav,
2210,rcp60,temperature,Tgav,
2211,rcp60,temperature,Tgav,
2212,rcp60,temperature,Tgav,
2213,rcp60,temperature,Tgav,
2214,rcp60,temperature,Tgav,
2215,rcp60,temperature,Tgav,
2216,rcp60,temperature,Tgav,
2217,rcp60,temperature,Tgav,
2218,rcp60,temperature,Tgav,
2219,rcp60,temperature,Tgav,
2220,rcp60,temperature,Tgav,
2221,rcp60,temperature,Tgav,
2222,rcp60,temperature,Tgav,
2223,rcp60,temperature,Tgav,
2224,rcp60,temperature,Tgav,
2225,rcp60,temperature,Tgav,
2226,rcp60,temperature,Tgav,
2227,rcp60,temperature,Tgav,
2228,rcp60,temperature,Tgav,
2229,rcp60,temperature,Tgav,
2230,rcp60,temperature,Tgav,
2231,rcp60,temperature,Tgav,
2232,rcp60,temperature,Tgav,
2233,rcp60,temperature,Tgav,
2234,rcp60,temperature,Tgav,
2235,rcp60,temperature,Tgav,
2236,rcp60,temperature,Tgav,
2237,rcp60,temperature,Tgav,
2238,rcp60,temperature,Tgav,
2239,rcp60,temperature,Tgav,
2240,rcp60,temperature,Tgav,
2241,rcp60,temperature,Tgav,
2242,rcp60,temperature,Tgav,
2243,rcp60,temperature,Tgav,
2244,rcp60,temperature,Tgav,
2245,rcp60,temperature,Tgav,
2246,rcp60,temperature,Tgav,
2247,rcp60,temperature,Tgav,
2248,rcp60,temperature,Tgav,
2249,rcp60,temperature,Tgav,
2250,rcp60,temperature,Tgav,
2251,rcp60,temperature,Tgav,
2252,rcp60,temperature,Tgav,
2253,rcp60,temperature,Tgav,
2254,rcp60,temperature,Tgav,
2255,rcp60,temperature,Tgav,
2256,rcp60,temperature,Tgav,
2257,rcp60,temperature,Tgav,
2258,rcp60,temperature,Tgav,
2259,rcp60,temperature,Tgav,
2260,rcp60,temperature,Tgav,
2261,rcp60,temperature,Tgav,
2262,rcp60,temperature,Tgav,
2263,rcp60,temperature,Tgav,
2264,rcp60,temperature,Tgav,
2265,rcp60,temperature,Tgav,
2266,rcp60,temperature,Tgav,
2267,rcp60,temperature,Tgav,
2268,rcp60,temperature,Tgav,
2269,rcp60,temperature,Tgav,
2270,rcp60,temperature,Tgav,
2271,rcp60,temperature,Tgav,
2272,rcp60,temperature,Tgav,
2273,rcp60,temperature,Tgav,
2274,rcp60,temperature,Tgav,
2275,rcp60,temperature,Tgav,
2276,rcp60,temperature,Tgav,
2277,rcp60,temperature,Tgav,
2278,rcp60,temperature,Tgav,
2279,rcp60,temperature,Tgav,
2280,rcp60,temperature,Tgav,
2281,rcp60,temperature,Tgav,
2282,rcp60,temperature,Tgav,
2283,rcp60,temperature,Tgav,
2284,rcp60,temperature,Tgav,
2285,rcp60,temperature,Tgav,
2286,rcp60,temperature,Tgav,
2287,rcp60,temperature,Tgav,
2288,rcp60,temperature,Tgav,
2289,rcp60,temperature,Tgav,
2290,rcp60,temperature,Tgav,
2291,rcp60,temperature,Tgav,
2292,rcp60,temperature,Tgav,
2293,rcp60,temperature,Tgav,
2294,rcp60,temperature,Tgav,
2295,rcp60,temperature,Tgav,
2296,rcp60,temperature,Tgav,
2297,rcp60,temperature,Tgav,
2298,rcp60,temperature,Tgav,
2299,rcp60,temperature,Tgav,
2300,rcp60,temperature,Tgav,
1765,rcp45,temperature,Tgav,
1766,rcp45,temperature,Tgav,
1767,rcp45,temperature,Tgav,
1768,rcp45,temperature,Tgav,
1769,rcp45,temperature,Tgav,
1770,rcp45,temperature,Tgav,
1771,rcp45,temperature,Tgav,
1772,rcp45,temperature,Tgav,
1773,rcp45,temperature,Tgav,
1774,rcp45,temperature,Tgav,
1775,rcp45,temperature,Tgav,
1776,rcp45,temperature,Tgav,
1777,rcp45,temperature,Tgav,
1778,rcp45,temperature,Tgav,
1779,rcp45,temperature,Tgav,
1780,rcp45,temperature,Tgav,
1781,rcp45,temperature,Tgav,
1782,rcp45,temperature,Tgav,
1783,rcp45,temperature,Tgav,
1784,rcp45,temperature,Tgav,
1785,rcp45,temperature,Tgav,
1786,rcp45,temperature,Tgav,
1787,rcp45,temperature,Tgav,
1788,rcp45,temperature,Tgav,
1789,rcp45,temperature,Tgav,
1790,rcp45,temperature,Tgav,
1791,rcp45,temperature,Tgav,
1792,rcp45,temperature,Tgav,
1793,rcp45,temperature,Tgav,
1794,rcp45,temperature,Tgav,
1795,rcp45,temperature,Tgav,
1796,rcp45,temperature,Tgav,
1797,rcp45,temperature,Tgav,
1798,rcp45,temperature,Tgav,
1799,rcp45,temperature,Tgav,
1800,rcp45,temperature,Tgav,
1801,rcp45,temperature,Tgav,
1802,rcp45,temperature,Tgav,
1803,rcp45,temperature,Tgav,
1804,rcp45,temperature,Tgav,
1805,rcp45,temperature,Tgav,
1806,rcp45,temperature,Tgav,
1807,rcp45,temperature,Tgav,
1808,rcp45,temperature,Tgav,
1809,rcp45,temperature,Tgav,
1810,rcp45,temperature,Tgav,
1811,rcp45,temperature,Tgav,
1812,rcp45,temperature,Tgav,
1813,rcp45,temperature,Tgav,
1814,rcp45,temperature,Tgav,
1815,rcp45,temperature,Tgav,
1816,rcp45,temperature,Tgav,
1817,rcp45,temperature,Tgav,
1818,rcp45,temperature,Tgav,
1819,rcp45,temperature,Tgav,
1820,rcp45,temperature,Tgav,
1821,rcp45,temperature,Tgav,
1822,rcp45,temperature,Tgav,
1823,rcp45,temperature,Tgav,
1824,rcp45,temperature,Tgav,
1825,rcp45,temperature,Tgav,
1826,rcp45,temperature,Tgav,
1827,rcp45,temperature,Tgav,
1828,rcp45,temperature,Tgav,
1829,rcp45,temperature,Tgav,
1830,rcp45,temperature,Tgav,
1831,rcp45,temperature,Tgav,
1832,rcp45,temperature,Tgav,
1833,rcp45,temperature,Tgav,
1834,rcp45,temperature,Tgav,
1835,rcp45,temperature,Tgav,
1836,rcp45,temperature,Tgav,
1837,rcp45,temperature,Tgav,
1838,rcp45,temperature,Tgav,
1839,rcp45,temperature,Tgav,
1840,rcp45,temperature,Tgav,
1841,rcp45,temperature,Tgav,
1842,rcp45,temperature,Tgav,
1843,rcp45,temperature,Tgav,
1844,rcp45,temperature,Tgav,
1845,rcp45,temperature,Tgav,
1846,rcp45,temperature,Tgav,
1847,rcp45,temperature,Tgav,
1848,rcp45,temperature,Tgav,
1849,rcp45,temperature,Tgav,
1850,rcp45,temperature,Tgav,0
1851,rcp45,temperature,Tgav,-0.01885
1852,rcp45,temperature,Tgav,-0.15205
1853,rcp45,temperature,Tgav,-0.05175
1854,rcp45,temperature,Tgav,-0.02675
1855,rcp45,temperature,Tgav,0.02535
1856,rcp45,temperature,Tgav,-0.0736
1857,rcp45,temperature,Tgav,-0.15615
1858,rcp45,temperature,Tgav,-0.09815
1859,rcp45,temperature,Tgav,-0.24755
1860,rcp45,temperature,Tgav,0.23645
1861,rcp45,temperature,Tgav,0.24915
1862,rcp45,temperature,Tgav,0.16835
1863,rcp45,temperature,Tgav,0.10915
1864,rcp45,temperature,Tgav,0.15835
1865,rcp45,temperature,Tgav,0.18235
1866,rcp45,temperature,Tgav,0.13245
1867,rcp45,temperature,Tgav,0.11745
1868,rcp45,temperature,Tgav,0.20879
1869,rcp45,temperature,Tgav,0.24035
1870,rcp45,temperature,Tgav,-0.01685
1871,rcp45,temperature,Tgav,0.13995
1872,rcp45,temperature,Tgav,0.28515
1873,rcp45,temperature,Tgav,0.03305
1874,rcp45,temperature,Tgav,0.12195
1875,rcp45,temperature,Tgav,0.23645
1876,rcp45,temperature,Tgav,0.27809
1877,rcp45,temperature,Tgav,0.30265
1878,rcp45,temperature,Tgav,0.24515
1879,rcp45,temperature,Tgav,0.25545
1880,rcp45,temperature,Tgav,0.11365
1881,rcp45,temperature,Tgav,0.22455
1882,rcp45,temperature,Tgav,0.25705
1883,rcp45,temperature,Tgav,0.07835
1884,rcp45,temperature,Tgav,-0.08301667
1885,rcp45,temperature,Tgav,-0.12175
1886,rcp45,temperature,Tgav,-0.09025
1887,rcp45,temperature,Tgav,-0.00595
1888,rcp45,temperature,Tgav,-0.01215
1889,rcp45,temperature,Tgav,0.07025
1890,rcp45,temperature,Tgav,0.07195
1891,rcp45,temperature,Tgav,0.04571
1892,rcp45,temperature,Tgav,0.08135
1893,rcp45,temperature,Tgav,0.07605
1894,rcp45,temperature,Tgav,0.09505
1895,rcp45,temperature,Tgav,0.15745
1896,rcp45,temperature,Tgav,0.07685
1897,rcp45,temperature,Tgav,0.24215
1898,rcp45,temperature,Tgav,0.21525
1899,rcp45,temperature,Tgav,0.22005
1900,rcp45,temperature,Tgav,0.20415
1901,rcp45,temperature,Tgav,0.14875
1902,rcp45,temperature,Tgav,0.17055
1903,rcp45,temperature,Tgav,-0.20875
1904,rcp45,temperature,Tgav,-0.12305
1905,rcp45,temperature,Tgav,-0.05125
1906,rcp45,temperature,Tgav,-0.16285
1907,rcp45,temperature,Tgav,-0.02615
1908,rcp45,temperature,Tgav,0.10375
1909,rcp45,temperature,Tgav,0.16895
1910,rcp45,temperature,Tgav,0.24685
1911,rcp45,temperature,Tgav,0.25417
1912,rcp45,temperature,Tgav,0.04105
1913,rcp45,temperature,Tgav,-0.08765
1914,rcp45,temperature,Tgav,0.13605
1915,rcp45,temperature,Tgav,0.22125
1916,rcp45,temperature,Tgav,0.23705
1917,rcp45,temperature,Tgav,0.28105
1918,rcp45,temperature,Tgav,0.23025
1919,rcp45,temperature,Tgav,0.10785
1920,rcp45,temperature,Tgav,0.17125
1921,rcp45,temperature,Tgav,0.16725
1922,rcp45,temperature,Tgav,0.03295
1923,rcp45,temperature,Tgav,0.28705
1924,rcp45,temperature,Tgav,0.28055
1925,rcp45,temperature,Tgav,0.16825
1926,rcp45,temperature,Tgav,0.21725
1927,rcp45,temperature,Tgav,0.18905
1928,rcp45,temperature,Tgav,0.30755
1929,rcp45,temperature,Tgav,0.20055
1930,rcp45,temperature,Tgav,0.07425
1931,rcp45,temperature,Tgav,0.27515
1932,rcp45,temperature,Tgav,0.25955
1933,rcp45,temperature,Tgav,0.34375
1934,rcp45,temperature,Tgav,0.39447
1935,rcp45,temperature,Tgav,0.27415
1936,rcp45,temperature,Tgav,0.28895
1937,rcp45,temperature,Tgav,0.33815
1938,rcp45,temperature,Tgav,0.34835
1939,rcp45,temperature,Tgav,0.27645
1940,rcp45,temperature,Tgav,0.38135
1941,rcp45,temperature,Tgav,0.46105
1942,rcp45,temperature,Tgav,0.41095
1943,rcp45,temperature,Tgav,0.39925
1944,rcp45,temperature,Tgav,0.44085
1945,rcp45,temperature,Tgav,0.30295
1946,rcp45,temperature,Tgav,0.34435
1947,rcp45,temperature,Tgav,0.39935
1948,rcp45,temperature,Tgav,0.40575
1949,rcp45,temperature,Tgav,0.57051
1950,rcp45,temperature,Tgav,0.50115
1951,rcp45,temperature,Tgav,0.41085
1952,rcp45,temperature,Tgav,0.20455
1953,rcp45,temperature,Tgav,0.31605
1954,rcp45,temperature,Tgav,0.33695
1955,rcp45,temperature,Tgav,0.37677
1956,rcp45,temperature,Tgav,0.32575
1957,rcp45,temperature,Tgav,0.36425
1958,rcp45,temperature,Tgav,0.38229
1959,rcp45,temperature,Tgav,0.37211
1960,rcp45,temperature,Tgav,0.31757
1961,rcp45,temperature,Tgav,0.33681
1962,rcp45,temperature,Tgav,0.32315
1963,rcp45,temperature,Tgav,0.20105
1964,rcp45,temperature,Tgav,0.15245
1965,rcp45,temperature,Tgav,0.20785
1966,rcp45,temperature,Tgav,0.25025
1967,rcp45,temperature,Tgav,0.23225
1968,rcp45,temperature,Tgav,0.29295
1969,rcp45,temperature,Tgav,0.26115
1970,rcp45,temperature,Tgav,0.25431
1971,rcp45,temperature,Tgav,0.29113
1972,rcp45,temperature,Tgav,0.34851
1973,rcp45,temperature,Tgav,0.35725
1974,rcp45,temperature,Tgav,0.35673
1975,rcp45,temperature,Tgav,0.27997
1976,rcp45,temperature,Tgav,0.27579
1977,rcp45,temperature,Tgav,0.37869
1978,rcp45,temperature,Tgav,0.37169
1979,rcp45,temperature,Tgav,0.41277
1980,rcp45,temperature,Tgav,0.45425
1981,rcp45,temperature,Tgav,0.46419
1982,rcp45,temperature,Tgav,0.41283
1983,rcp45,temperature,Tgav,0.42875
1984,rcp45,temperature,Tgav,0.36905
1985,rcp45,temperature,Tgav,0.45877
1986,rcp45,temperature,Tgav,0.48445
1987,rcp45,temperature,Tgav,0.48329
1988,rcp45,temperature,Tgav,0.50071
1989,rcp45,temperature,Tgav,0.55975
1990,rcp45,temperature,Tgav,0.62785
1991,rcp45,temperature,Tgav,0.61743
1992,rcp45,temperature,Tgav,0.37335
1993,rcp45,temperature,Tgav,0.42351
1994,rcp45,temperature,Tgav,0.49489
1995,rcp45,temperature,Tgav,0.55567
1996,rcp45,temperature,Tgav,0.56388
1997,rcp45,temperature,Tgav,0.65315
1998,rcp45,temperature,Tgav,0.71887
1999,rcp45,temperature,Tgav,0.7155
2000,rcp45,temperature,Tgav,0.76182
2001,rcp45,temperature,Tgav,0.93257
2002,rcp45,temperature,Tgav,1.00161
2003,rcp45,temperature,Tgav,0.92459
2004,rcp45,temperature,Tgav,0.91
2005,rcp45,temperature,Tgav,1.00519
2006,rcp45,temperature,Tgav,0.97095
2007,rcp45,temperature,Tgav,1.01025
2008,rcp45,temperature,Tgav,0.97485
2009,rcp45,temperature,Tgav,0.92715
2010,rcp45,temperature,Tgav,1.04305
2011,rcp45,temperature,Tgav,1.1064
2012,rcp45,temperature,Tgav,1.177925
2013,rcp45,temperature,Tgav,1.144975
2014,rcp45,temperature,Tgav,1.2519
2015,rcp45,temperature,Tgav,1.281775
2016,rcp45,temperature,Tgav,1.25965
2017,rcp45,temperature,Tgav,1.30315
2018,rcp45,temperature,Tgav,1.33505
2019,rcp45,temperature,Tgav,1.459975
2020,rcp45,temperature,Tgav,1.42585
2021,rcp45,temperature,Tgav,1.531825
2022,rcp45,temperature,Tgav,1.531875
2023,rcp45,temperature,Tgav,1.55655
2024,rcp45,temperature,Tgav,1.5636
2025,rcp45,temperature,Tgav,1.598
2026,rcp45,temperature,Tgav,1.698275
2027,rcp45,temperature,Tgav,1.712425
2028,rcp45,temperature,Tgav,1.71775
2029,rcp45,temperature,Tgav,1.70205
2030,rcp45,temperature,Tgav,1.75205
2031,rcp45,temperature,Tgav,1.76115
2032,rcp45,temperature,Tgav,1.82845
2033,rcp45,temperature,Tgav,1.960625
2034,rcp45,temperature,Tgav,1.867675
2035,rcp45,temperature,Tgav,1.855425
2036,rcp45,temperature,Tgav,1.911925
2037,rcp45,temperature,Tgav,1.9779
2038,rcp45,temperature,Tgav,1.84035
2039,rcp45,temperature,Tgav,1.83065
2040,rcp45,temperature,Tgav,1.98525
2041,rcp45,temperature,Tgav,2.17185
2042,rcp45,temperature,Tgav,2.11615
2043,rcp45,temperature,Tgav,2.15145
2044,rcp45,temperature,Tgav,2.18525
2045,rcp45,temperature,Tgav,2.15565
2046,rcp45,temperature,Tgav,2.20685
2047,rcp45,temperature,Tgav,2.20995
2048,rcp45,temperature,Tgav,2.15295
2049,rcp45,temperature,Tgav,2.14985
2050,rcp45,temperature,Tgav,2.35125
2051,rcp45,temperature,Tgav,2.3979
2052,rcp45,temperature,Tgav,2.26475
2053,rcp45,temperature,Tgav,2.31185
2054,rcp45,temperature,Tgav,2.35185
2055,rcp45,temperature,Tgav,2.41365
2056,rcp45,temperature,Tgav,2.35595
2057,rcp45,temperature,Tgav,2.52655
2058,rcp45,temperature,Tgav,2.64085
2059,rcp45,temperature,Tgav,2.31505
2060,rcp45,temperature,Tgav,2.36835
2061,rcp45,temperature,Tgav,2.46755
2062,rcp45,temperature,Tgav,2.48965
2063,rcp45,temperature,Tgav,2.44195
2064,rcp45,temperature,Tgav,2.60325
2065,rcp45,temperature,Tgav,2.60365
2066,rcp45,temperature,Tgav,2.51105
2067,rcp45,temperature,Tgav,2.63805
2068,rcp45,temperature,Tgav,2.58945
2069,rcp45,temperature,Tgav,2.41245
2070,rcp45,temperature,Tgav,2.42675
2071,rcp45,temperature,Tgav,2.57175
2072,rcp45,temperature,Tgav,2.51895
2073,rcp45,temperature,Tgav,2.43155
2074,rcp45,temperature,Tgav,2.62115
2075,rcp45,temperature,Tgav,2.65565
2076,rcp45,temperature,Tgav,2.58635
2077,rcp45,temperature,Tgav,2.61725
2078,rcp45,temperature,Tgav,2.58205
2079,rcp45,temperature,Tgav,2.63255
2080,rcp45,temperature,Tgav,2.76955
2081,rcp45,temperature,Tgav,2.64525
2082,rcp45,temperature,Tgav,2.56115
2083,rcp45,temperature,Tgav,2.60575
2084,rcp45,temperature,Tgav,2.61305
2085,rcp45,temperature,Tgav,2.62005
2086,rcp45,temperature,Tgav,2.63515
2087,rcp45,temperature,Tgav,2.59435
2088,rcp45,temperature,Tgav,2.48475
2089,rcp45,temperature,Tgav,2.52965
2090,rcp45,temperature,Tgav,2.60345
2091,rcp45,temperature,Tgav,2.64115
2092,rcp45,temperature,Tgav,2.62685
2093,rcp45,temperature,Tgav,2.54785
2094,rcp45,temperature,Tgav,2.57325
2095,rcp45,temperature,Tgav,2.71165
2096,rcp45,temperature,Tgav,2.62365
2097,rcp45,temperature,Tgav,2.61495
2098,rcp45,temperature,Tgav,2.58765
2099,rcp45,temperature,Tgav,2.59055
2100,rcp45,temperature,Tgav,2.68225
2101,rcp45,temperature,Tgav,3.1471
2102,rcp45,temperature,Tgav,3.1964
2103,rcp45,temperature,Tgav,3.22015
2104,rcp45,temperature,Tgav,3.09495
2105,rcp45,temperature,Tgav,3.12895
2106,rcp45,temperature,Tgav,3.16155
2107,rcp45,temperature,Tgav,3.17435
2108,rcp45,temperature,Tgav,3.25855
2109,rcp45,temperature,Tgav,3.33145
2110,rcp45,temperature,Tgav,3.35065
2111,rcp45,temperature,Tgav,3.35405
2112,rcp45,temperature,Tgav,3.31405
2113,rcp45,temperature,Tgav,3.22815
2114,rcp45,temperature,Tgav,3.22245
2115,rcp45,temperature,Tgav,3.26325
2116,rcp45,temperature,Tgav,3.26335
2117,rcp45,temperature,Tgav,3.11045
2118,rcp45,temperature,Tgav,3.26495
2119,rcp45,temperature,Tgav,3.25285
2120,rcp45,temperature,Tgav,3.26145
2121,rcp45,temperature,Tgav,3.26485
2122,rcp45,temperature,Tgav,3.29975
2123,rcp45,temperature,Tgav,3.42945
2124,rcp45,temperature,Tgav,3.35475
2125,rcp45,temperature,Tgav,3.39955
2126,rcp45,temperature,Tgav,3.36155
2127,rcp45,temperature,Tgav,3.38245
2128,rcp45,temperature,Tgav,3.35155
2129,rcp45,temperature,Tgav,3.25265
2130,rcp45,temperature,Tgav,3.34715
2131,rcp45,temperature,Tgav,3.35105
2132,rcp45,temperature,Tgav,3.34405
2133,rcp45,temperature,Tgav,3.30905
2134,rcp45,temperature,Tgav,3.50265
2135,rcp45,temperature,Tgav,3.38785
2136,rcp45,temperature,Tgav,3.37705
2137,rcp45,temperature,Tgav,3.37885
2138,rcp45,temperature,Tgav,3.38195
2139,rcp45,temperature,Tgav,3.38485
2140,rcp45,temperature,Tgav,3.33415
2141,rcp45,temperature,Tgav,3.24485
2142,rcp45,temperature,Tgav,3.30325
2143,rcp45,temperature,Tgav,3.33415
2144,rcp45,temperature,Tgav,3.30605
2145,rcp45,temperature,Tgav,3.29705
2146,rcp45,temperature,Tgav,3.20285
2147,rcp45,temperature,Tgav,3.28895
2148,rcp45,temperature,Tgav,3.44325
2149,rcp45,temperature,Tgav,3.40115
2150,rcp45,temperature,Tgav,3.39275
2151,rcp45,temperature,Tgav,3.38555
2152,rcp45,temperature,Tgav,3.42815
2153,rcp45,temperature,Tgav,3.37285
2154,rcp45,temperature,Tgav,3.34445
2155,rcp45,temperature,Tgav,3.44405
2156,rcp45,temperature,Tgav,3.54385
2157,rcp45,temperature,Tgav,3.46235
2158,rcp45,temperature,Tgav,3.37435
2159,rcp45,temperature,Tgav,3.35805
2160,rcp45,temperature,Tgav,3.31935
2161,rcp45,temperature,Tgav,3.41345
2162,rcp45,temperature,Tgav,3.43395
2163,rcp45,temperature,Tgav,3.42985
2164,rcp45,temperature,Tgav,3.48075
2165,rcp45,temperature,Tgav,3.47895
2166,rcp45,temperature,Tgav,3.44655
2167,rcp45,temperature,Tgav,3.37165
2168,rcp45,temperature,Tgav,3.31785
2169,rcp45,temperature,Tgav,3.30255
2170,rcp45,temperature,Tgav,3.27585
2171,rcp45,temperature,Tgav,3.38775
2172,rcp45,temperature,Tgav,3.43515
2173,rcp45,temperature,Tgav,3.32065
2174,rcp45,temperature,Tgav,3.25545
2175,rcp45,temperature,Tgav,3.36255
2176,rcp45,temperature,Tgav,3.38175
2177,rcp45,temperature,Tgav,3.36355
2178,rcp45,temperature,Tgav,3.42805
2179,rcp45,temperature,Tgav,3.38275
2180,rcp45,temperature,Tgav,3.43525
2181,rcp45,temperature,Tgav,3.48535
2182,rcp45,temperature,Tgav,3.46075
2183,rcp45,temperature,Tgav,3.42215
2184,rcp45,temperature,Tgav,3.45945
2185,rcp45,temperature,Tgav,3.46035
2186,rcp45,temperature,Tgav,3.53915
2187,rcp45,temperature,Tgav,3.55095
2188,rcp45,temperature,Tgav,3.59075
2189,rcp45,temperature,Tgav,3.58295
2190,rcp45,temperature,Tgav,3.62045
2191,rcp45,temperature,Tgav,3.55405
2192,rcp45,temperature,Tgav,3.74625
2193,rcp45,temperature,Tgav,3.72855
2194,rcp45,temperature,Tgav,3.58475
2195,rcp45,temperature,Tgav,3.59565
2196,rcp45,temperature,Tgav,3.53625
2197,rcp45,temperature,Tgav,3.47035
2198,rcp45,temperature,Tgav,3.45575
2199,rcp45,temperature,Tgav,3.53995
2200,rcp45,temperature,Tgav,3.47655
2201,rcp45,temperature,Tgav,3.52245
2202,rcp45,temperature,Tgav,3.49075
2203,rcp45,temperature,Tgav,3.54935
2204,rcp45,temperature,Tgav,3.61425
2205,rcp45,temperature,Tgav,3.50505
2206,rcp45,temperature,Tgav,3.51555
2207,rcp45,temperature,Tgav,3.43285
2208,rcp45,temperature,Tgav,3.47875
2209,rcp45,temperature,Tgav,3.51055
2210,rcp45,temperature,Tgav,3.47405
2211,rcp45,temperature,Tgav,3.40205
2212,rcp45,temperature,Tgav,3.40605
2213,rcp45,temperature,Tgav,3.48525
2214,rcp45,temperature,Tgav,3.48815
2215,rcp45,temperature,Tgav,3.51375
